alpaca_symbol,security_name,exchange,ETF,Test Issue,qlib_symbol,universe_snapshot_source
ECVT,Ecovyst Inc. Common Stock,NYSE,N,N,ECVT,Nasdaq Trader Symbol Directory
ECX,ECARX Holdings Inc. - Class A Ordinary shares,NASDAQ,N,N,ECX,Nasdaq Trader Symbol Directory
ED,"Consolidated Edison, Inc. Common Stock",NYSE,N,N,ED,Nasdaq Trader Symbol Directory
EDBL,Edible Garden AG Incorporated - Common Stock,NASDAQ,N,N,EDBL,Nasdaq Trader Symbol Directory
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",NYSE,N,N,EDD,Nasdaq Trader Symbol Directory
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,NYSE,N,N,EDF,Nasdaq Trader Symbol Directory
EDHL,Everbright Digital Holding Limited - Ordinary Shares,NASDAQ,N,N,EDHL,Nasdaq Trader Symbol Directory
EDIT,"Editas Medicine, Inc. - Common Stock",NASDAQ,N,N,EDIT,Nasdaq Trader Symbol Directory
EDRY,EuroDry Ltd. - Common Shares,NASDAQ,N,N,EDRY,Nasdaq Trader Symbol Directory
EDSA,"Edesa Biotech, Inc. - Common Shares",NASDAQ,N,N,EDSA,Nasdaq Trader Symbol Directory
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,NASDAQ,N,N,EDTK,Nasdaq Trader Symbol Directory
EDUC,Educational Development Corporation - Common Stock,NASDAQ,N,N,EDUC,Nasdaq Trader Symbol Directory
EDVA,"Endovia Health Sciences, Inc. Common Stock",NYSE American,N,N,EDVA,Nasdaq Trader Symbol Directory
EE,"Excelerate Energy, Inc. Class A Common Stock",NYSE,N,N,EE,Nasdaq Trader Symbol Directory
EEA,"The European Equity Fund, Inc. Common Stock",NYSE,N,N,EEA,Nasdaq Trader Symbol Directory
EEFT,"Euronet Worldwide, Inc. - Common Stock",NASDAQ,N,N,EEFT,Nasdaq Trader Symbol Directory
EEIQ,EpicQuest Education Group International Limited - Common Stock,NASDAQ,N,N,EEIQ,Nasdaq Trader Symbol Directory
EFC,Ellington Financial Inc. Common Stock ,NYSE,N,N,EFC,Nasdaq Trader Symbol Directory
EFOI,"Energy Focus, Inc. - Common Stock",NASDAQ,N,N,EFOI,Nasdaq Trader Symbol Directory
EFOR,"Everforth, Inc. Common Stock",NYSE,N,N,EFOR,Nasdaq Trader Symbol Directory
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,NYSE,N,N,EFR,Nasdaq Trader Symbol Directory
EFSC,Enterprise Financial Services Corporation - Common Stock,NASDAQ,N,N,EFSC,Nasdaq Trader Symbol Directory
EFSI,Eagle Financial Services Inc - Common Stock,NASDAQ,N,N,EFSI,Nasdaq Trader Symbol Directory
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,NYSE,N,N,EFT,Nasdaq Trader Symbol Directory
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",NASDAQ,N,N,EFTY,Nasdaq Trader Symbol Directory
EFX,"Equifax, Inc. Common Stock",NYSE,N,N,EFX,Nasdaq Trader Symbol Directory
EFXT,Enerflex Ltd Common Shares,NYSE,N,N,EFXT,Nasdaq Trader Symbol Directory
EG,"Everest Group, Ltd. Common Stock",NYSE,N,N,EG,Nasdaq Trader Symbol Directory
EGAN,eGain Corporation - Common Stock,NASDAQ,N,N,EGAN,Nasdaq Trader Symbol Directory
EGBN,"Eagle Bancorp, Inc. - Common Stock",NASDAQ,N,N,EGBN,Nasdaq Trader Symbol Directory
EGG,Enigmatig Limited Class A Ordinary Shares,NYSE American,N,N,EGG,Nasdaq Trader Symbol Directory
EGHT,8x8 Inc - Common stock,NASDAQ,N,N,EGHT,Nasdaq Trader Symbol Directory
EGO,Eldorado Gold Corporation Ordinary Shares,NYSE,N,N,EGO,Nasdaq Trader Symbol Directory
EGP,"EastGroup Properties, Inc. Common Stock",NYSE,N,N,EGP,Nasdaq Trader Symbol Directory
EGY,"VAALCO Energy, Inc.  Common Stock",NYSE,N,N,EGY,Nasdaq Trader Symbol Directory
EH,EHang Holdings Limited - ADS,NASDAQ,N,N,EH,Nasdaq Trader Symbol Directory
EHC,Encompass Health Corporation Common Stock,NYSE,N,N,EHC,Nasdaq Trader Symbol Directory
EHGO,Eshallgo Inc. - Class A Ordinary Shares,NASDAQ,N,N,EHGO,Nasdaq Trader Symbol Directory
EHI,Western Asset Global High Income Fund Inc Common Stock,NYSE,N,N,EHI,Nasdaq Trader Symbol Directory
EHLD,Euroholdings Ltd. - Common Stock,NASDAQ,N,N,EHLD,Nasdaq Trader Symbol Directory
EHTH,"eHealth, Inc. - Common Stock",NASDAQ,N,N,EHTH,Nasdaq Trader Symbol Directory
EIC,Eagle Point Income Company Common Shares of Beneficial Interest,NYSE,N,N,EIC,Nasdaq Trader Symbol Directory
EIG,Employers Holdings Inc Common Stock,NYSE,N,N,EIG,Nasdaq Trader Symbol Directory
EIKN,"Eikon Therapeutics, Inc. - Common Stock",NASDAQ,N,N,EIKN,Nasdaq Trader Symbol Directory
EIM,"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",NYSE American,N,N,EIM,Nasdaq Trader Symbol Directory
EIX,Edison International Common Stock,NYSE,N,N,EIX,Nasdaq Trader Symbol Directory
EJH,E-Home Household Service Holdings Limited - Ordinary shares,NASDAQ,N,N,EJH,Nasdaq Trader Symbol Directory
EL,"Estee Lauder Companies, Inc. (The) Common Stock",NYSE,N,N,EL,Nasdaq Trader Symbol Directory
ELA,Envela Corporation Common Stock,NYSE American,N,N,ELA,Nasdaq Trader Symbol Directory
ELAB,PMGC Holdings Inc. - Common Stock,NASDAQ,N,N,ELAB,Nasdaq Trader Symbol Directory
ELAN,Elanco Animal Health Incorporated Common Stock,NYSE,N,N,ELAN,Nasdaq Trader Symbol Directory
ELBM,Electra Battery Materials Corporation - Common Stock,NASDAQ,N,N,ELBM,Nasdaq Trader Symbol Directory
ELC,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",NYSE,N,N,ELC,Nasdaq Trader Symbol Directory
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ELDN,Nasdaq Trader Symbol Directory
ELE,Elemental Royalty Corporation - Common Stock,NASDAQ,N,N,ELE,Nasdaq Trader Symbol Directory
ELF,"e.l.f. Beauty, Inc. Common Stock",NYSE,N,N,ELF,Nasdaq Trader Symbol Directory
ELLA,Ellington Credit Company 8.50% Notes due 2031,NYSE,N,N,ELLA,Nasdaq Trader Symbol Directory
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),NYSE American,N,N,ELLO,Nasdaq Trader Symbol Directory
ELMD,"Electromed, Inc. Common Stock",NYSE American,N,N,ELMD,Nasdaq Trader Symbol Directory
ELME,Elme Communities Common Stock,NYSE,N,N,ELME,Nasdaq Trader Symbol Directory
ELMT,The Elmet Group Co. - Common Stock,NASDAQ,N,N,ELMT,Nasdaq Trader Symbol Directory
ELOG,Eastern International Ltd. - Ordinary Shares,NASDAQ,N,N,ELOG,Nasdaq Trader Symbol Directory
ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ELOX,Nasdaq Trader Symbol Directory
ELPW,Elong Power Holding Limited - Class A Ordinary Shares,NASDAQ,N,N,ELPW,Nasdaq Trader Symbol Directory
ELS,"Equity Lifestyle Properties, Inc. Common Stock",NYSE,N,N,ELS,Nasdaq Trader Symbol Directory
ELTK,Eltek Ltd. - Ordinary Shares,NASDAQ,N,N,ELTK,Nasdaq Trader Symbol Directory
ELTX,"Elicio Therapeutics, Inc. - Common Stock",NASDAQ,N,N,ELTX,Nasdaq Trader Symbol Directory
ELUT,"Elutia, Inc. - Class A Common Stock",NASDAQ,N,N,ELUT,Nasdaq Trader Symbol Directory
ELV,"Elevance Health, Inc. Common Stock",NYSE,N,N,ELV,Nasdaq Trader Symbol Directory
ELVA,Electrovaya Inc. - Common Shares,NASDAQ,N,N,ELVA,Nasdaq Trader Symbol Directory
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",NASDAQ,N,N,ELVN,Nasdaq Trader Symbol Directory
ELVR,Elevra Lithium Limited - American Depository Shares,NASDAQ,N,N,ELVR,Nasdaq Trader Symbol Directory
ELWT,"Elauwit Connection, Inc. - Common Stock",NASDAQ,N,N,ELWT,Nasdaq Trader Symbol Directory
EMA,Emera Incorporated Common Shares,NYSE,N,N,EMA,Nasdaq Trader Symbol Directory
EMAT,Evolution Metals & Technologies Corp. - Common Stock,NASDAQ,N,N,EMAT,Nasdaq Trader Symbol Directory
EMBC,Embecta Corp. - Common Stock,NASDAQ,N,N,EMBC,Nasdaq Trader Symbol Directory
EMBJ,Embraer S.A. Common Stock,NYSE,N,N,EMBJ,Nasdaq Trader Symbol Directory
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,NYSE,N,N,EMD,Nasdaq Trader Symbol Directory
EME,"EMCOR Group, Inc. Common Stock",NYSE,N,N,EME,Nasdaq Trader Symbol Directory
EMF,Templeton Emerging Markets Fund Common Stock,NYSE,N,N,EMF,Nasdaq Trader Symbol Directory
EML,Eastern Company (The) - Common Stock,NASDAQ,N,N,EML,Nasdaq Trader Symbol Directory
EMN,Eastman Chemical Company Common Stock,NYSE,N,N,EMN,Nasdaq Trader Symbol Directory
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,NYSE,N,N,EMO,Nasdaq Trader Symbol Directory
EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",NYSE,N,N,EMP,Nasdaq Trader Symbol Directory
EMPD,Empery Digital Inc. - Common stock,NASDAQ,N,N,EMPD,Nasdaq Trader Symbol Directory
EMR,Emerson Electric Company Common Stock,NYSE,N,N,EMR,Nasdaq Trader Symbol Directory
ENB,Enbridge Inc Common Stock,NYSE,N,N,ENB,Nasdaq Trader Symbol Directory
ENGN,enGene Therapeutics Inc. - Common Stock,NASDAQ,N,N,ENGN,Nasdaq Trader Symbol Directory
ENGS,Energys Group Limited - Ordinary Shares,NASDAQ,N,N,ENGS,Nasdaq Trader Symbol Directory
ENHA,Enhanced Group Inc. Class A Common Stock,NYSE,N,N,ENHA,Nasdaq Trader Symbol Directory
ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",NYSE,N,N,ENJ,Nasdaq Trader Symbol Directory
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,NASDAQ,N,N,ENLT,Nasdaq Trader Symbol Directory
ENLV,Enlivex Ltd. - Ordinary Shares,NASDAQ,N,N,ENLV,Nasdaq Trader Symbol Directory
ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",NYSE,N,N,ENO,Nasdaq Trader Symbol Directory
ENOV,Enovis Corporation Common Stock,NYSE,N,N,ENOV,Nasdaq Trader Symbol Directory
ENPH,"Enphase Energy, Inc. - Common Stock",NASDAQ,N,N,ENPH,Nasdaq Trader Symbol Directory
ENR,"Energizer Holdings, Inc. Common Stock",NYSE,N,N,ENR,Nasdaq Trader Symbol Directory
ENS,EnerSys Common Stock,NYSE,N,N,ENS,Nasdaq Trader Symbol Directory
ENSC,"Ensysce Biosciences, Inc. - Common Stock",NASDAQ,N,N,ENSC,Nasdaq Trader Symbol Directory
ENSG,"The Ensign Group, Inc. - Common Stock",NASDAQ,N,N,ENSG,Nasdaq Trader Symbol Directory
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ENTA,Nasdaq Trader Symbol Directory
ENTG,"Entegris, Inc. - Common Stock",NASDAQ,N,N,ENTG,Nasdaq Trader Symbol Directory
ENTX,Entera Bio Ltd. - Ordinary Shares,NASDAQ,N,N,ENTX,Nasdaq Trader Symbol Directory
ENVA,"Enova International, Inc. Common Stock",NYSE,N,N,ENVA,Nasdaq Trader Symbol Directory
ENVB,"Enveric Biosciences, Inc.  - Common Stock",NASDAQ,N,N,ENVB,Nasdaq Trader Symbol Directory
ENVX,Enovix Corporation - Common Stock,NASDAQ,N,N,ENVX,Nasdaq Trader Symbol Directory
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,NYSE,N,N,EOD,Nasdaq Trader Symbol Directory
EOG,"EOG Resources, Inc. Common Stock",NYSE,N,N,EOG,Nasdaq Trader Symbol Directory
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,NYSE,N,N,EOI,Nasdaq Trader Symbol Directory
EOLS,"Evolus, Inc. - Common Stock",NASDAQ,N,N,EOLS,Nasdaq Trader Symbol Directory
EONR,EON Resources Inc. Class A Common Stock,NYSE American,N,N,EONR,Nasdaq Trader Symbol Directory
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,NYSE,N,N,EOS,Nasdaq Trader Symbol Directory
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",NASDAQ,N,N,EOSE,Nasdaq Trader Symbol Directory
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,NYSE,N,N,EOT,Nasdaq Trader Symbol Directory
EP,Empire Petroleum Corporation Common Stock,NYSE American,N,N,EP,Nasdaq Trader Symbol Directory
EPAC,Enerpac Tool Group Corp. Common Stock,NYSE,N,N,EPAC,Nasdaq Trader Symbol Directory
EPAM,"EPAM Systems, Inc. Common Stock",NYSE,N,N,EPAM,Nasdaq Trader Symbol Directory
EPC,Edgewell Personal Care Company Common Stock,NYSE,N,N,EPC,Nasdaq Trader Symbol Directory
EPD,Enterprise Products Partners L.P. Common Stock,NYSE,N,N,EPD,Nasdaq Trader Symbol Directory
EPM,"Evolution Petroleum Corporation, Inc. Common Stock",NYSE American,N,N,EPM,Nasdaq Trader Symbol Directory
EPOW,E-Power Inc. - Class A Ordinary Shares,NASDAQ,N,N,EPOW,Nasdaq Trader Symbol Directory
EPR,EPR Properties Common Stock,NYSE,N,N,EPR,Nasdaq Trader Symbol Directory
EPRT,"Essential Properties Realty Trust, Inc. Common Stock",NYSE,N,N,EPRT,Nasdaq Trader Symbol Directory
EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,NASDAQ,N,N,EPRX,Nasdaq Trader Symbol Directory
EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,NASDAQ,N,N,EPSM,Nasdaq Trader Symbol Directory
EPSN,Epsilon Energy Ltd. - Common Shares,NASDAQ,N,N,EPSN,Nasdaq Trader Symbol Directory
EQ,"Equillium, Inc. - Common Stock",NASDAQ,N,N,EQ,Nasdaq Trader Symbol Directory
EQBK,"Equity Bancshares, Inc. Class A Common Stock",NYSE,N,N,EQBK,Nasdaq Trader Symbol Directory
EQH,"Equitable Holdings, Inc. Common Stock",NYSE,N,N,EQH,Nasdaq Trader Symbol Directory
EQIX,"Equinix, Inc. - Common Stock",NASDAQ,N,N,EQIX,Nasdaq Trader Symbol Directory
EQNR,Equinor ASA,NYSE,N,N,EQNR,Nasdaq Trader Symbol Directory
EQPT,EquipmentShare.com Inc - Class A Common Stock,NASDAQ,N,N,EQPT,Nasdaq Trader Symbol Directory
EQS,"Equus Total Return, Inc. Common Stock",NYSE,N,N,EQS,Nasdaq Trader Symbol Directory
EQT,EQT Corporation Common Stock,NYSE,N,N,EQT,Nasdaq Trader Symbol Directory
EQX,Equinox Gold Corp. Common Shares,NYSE American,N,N,EQX,Nasdaq Trader Symbol Directory
ERAS,"Erasca, Inc. - Common Stock",NASDAQ,N,N,ERAS,Nasdaq Trader Symbol Directory
ERC,Allspring Multi-Sector Income Fund Common Stock,NYSE American,N,N,ERC,Nasdaq Trader Symbol Directory
ERH,Allspring Utilities and High Income Fund Common Shares,NYSE American,N,N,ERH,Nasdaq Trader Symbol Directory
ERIE,Erie Indemnity Company - Class A Common Stock,NASDAQ,N,N,ERIE,Nasdaq Trader Symbol Directory
ERII,"Energy Recovery, Inc. - Common Stock",NASDAQ,N,N,ERII,Nasdaq Trader Symbol Directory
ERNA,Ernexa Therapeutics Inc. - Common Stock,NASDAQ,N,N,ERNA,Nasdaq Trader Symbol Directory
ERO,Ero Copper Corp. Common Shares,NYSE,N,N,ERO,Nasdaq Trader Symbol Directory
EROC,"ERock, Inc. Class A Common Stock",NYSE,N,N,EROC,Nasdaq Trader Symbol Directory
EROK,"EagleRock Land, LLC Class A shares representing limited liability company interests",NYSE,N,N,EROK,Nasdaq Trader Symbol Directory
ES,Eversource Energy (D/B/A) Common Stock,NYSE,N,N,ES,Nasdaq Trader Symbol Directory
ESAB,ESAB Corporation Common Stock,NYSE,N,N,ESAB,Nasdaq Trader Symbol Directory
ESCA,"Escalade, Incorporated - Common Stock",NASDAQ,N,N,ESCA,Nasdaq Trader Symbol Directory
ESE,ESCO Technologies Inc. Common Stock,NYSE,N,N,ESE,Nasdaq Trader Symbol Directory
ESEA,Euroseas Ltd. - Common Stock,NASDAQ,N,N,ESEA,Nasdaq Trader Symbol Directory
ESI,Element Solutions Inc. Common Stock,NYSE,N,N,ESI,Nasdaq Trader Symbol Directory
ESLA,"Estrella Immunopharma, Inc. - Common Stock",NASDAQ,N,N,ESLA,Nasdaq Trader Symbol Directory
ESLT,Elbit Systems Ltd. - Ordinary Shares,NASDAQ,N,N,ESLT,Nasdaq Trader Symbol Directory
ESNT,Essent Group Ltd. Common Shares,NYSE,N,N,ESNT,Nasdaq Trader Symbol Directory
ESOA,Energy Services of America Corporation - Common Stock,NASDAQ,N,N,ESOA,Nasdaq Trader Symbol Directory
ESP,Espey Mfg. & Electronics Corp. Common Stock,NYSE American,N,N,ESP,Nasdaq Trader Symbol Directory
ESQ,"Esquire Financial Holdings, Inc. - Common Stock",NASDAQ,N,N,ESQ,Nasdaq Trader Symbol Directory
ESRT,"Empire State Realty Trust, Inc. Class A Common Stock",NYSE,N,N,ESRT,Nasdaq Trader Symbol Directory
ESS,"Essex Property Trust, Inc. Common Stock",NYSE,N,N,ESS,Nasdaq Trader Symbol Directory
ESTA,Establishment Labs Holdings Inc. - Common Shares,NASDAQ,N,N,ESTA,Nasdaq Trader Symbol Directory
ESTC,Elastic N.V. Ordinary Shares,NYSE,N,N,ESTC,Nasdaq Trader Symbol Directory
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,NYSE,N,N,ETB,Nasdaq Trader Symbol Directory
ETD,Ethan Allen Interiors Inc. Common Stock,NYSE,N,N,ETD,Nasdaq Trader Symbol Directory
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,NYSE,N,N,ETG,Nasdaq Trader Symbol Directory
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,NYSE,N,N,ETJ,Nasdaq Trader Symbol Directory
ETN,"Eaton Corporation, PLC Ordinary Shares",NYSE,N,N,ETN,Nasdaq Trader Symbol Directory
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,NYSE,N,N,ETO,Nasdaq Trader Symbol Directory
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ETON,Nasdaq Trader Symbol Directory
ETOR,eToro Group Ltd. - Class A Common Shares,NASDAQ,N,N,ETOR,Nasdaq Trader Symbol Directory
ETR,Entergy Corporation Common Stock,NYSE,N,N,ETR,Nasdaq Trader Symbol Directory
ETS,Elite Express Holding Inc. - Class A Common Stock,NASDAQ,N,N,ETS,Nasdaq Trader Symbol Directory
ETSS,Energy Transition Special Opportunities Class A Ordinary Shares,NYSE,N,N,ETSS,Nasdaq Trader Symbol Directory
ETSY,"Etsy, Inc. Common Stock",NYSE,N,N,ETSY,Nasdaq Trader Symbol Directory
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,NYSE,N,N,ETV,Nasdaq Trader Symbol Directory
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,NYSE,N,N,ETW,Nasdaq Trader Symbol Directory
ETX,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,NYSE,N,N,ETX,Nasdaq Trader Symbol Directory
ETY,"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",NYSE,N,N,ETY,Nasdaq Trader Symbol Directory
EU,enCore Energy Corp. - Common Stock,NASDAQ,N,N,EU,Nasdaq Trader Symbol Directory
EUDA,Euda Health Holdings Limited - Ordinary Shares,NASDAQ,N,N,EUDA,Nasdaq Trader Symbol Directory
EVC,Entravision Communications Corporation Common Stock,NYSE,N,N,EVC,Nasdaq Trader Symbol Directory
EVCM,EverCommerce Inc. - Common Stock,NASDAQ,N,N,EVCM,Nasdaq Trader Symbol Directory
EVER,"EverQuote, Inc. - Class A Common Stock",NASDAQ,N,N,EVER,Nasdaq Trader Symbol Directory
EVEX,"Eve Holding, Inc. Common Stock",NYSE,N,N,EVEX,Nasdaq Trader Symbol Directory
EVF,Eaton Vance Senior Income Trust Common Stock,NYSE,N,N,EVF,Nasdaq Trader Symbol Directory
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,NYSE,N,N,EVG,Nasdaq Trader Symbol Directory
EVGN,Evogene Ltd. - Ordinary Shares,NASDAQ,N,N,EVGN,Nasdaq Trader Symbol Directory
EVGO,EVgo Inc. - Common Stock,NASDAQ,N,N,EVGO,Nasdaq Trader Symbol Directory
EVH,"Evolent Health, Inc Class A Common Stock",NYSE,N,N,EVH,Nasdaq Trader Symbol Directory
EVI,"EVI Industries, Inc.  Common Stock",NYSE American,N,N,EVI,Nasdaq Trader Symbol Directory
EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",NASDAQ,N,N,EVLV,Nasdaq Trader Symbol Directory
EVMN,"Evommune, Inc. Common Stock",NYSE,N,N,EVMN,Nasdaq Trader Symbol Directory
EVN,Eaton Vance Municipal Income Trust Common Stock,NYSE,N,N,EVN,Nasdaq Trader Symbol Directory
EVR,Evercore Inc. Class A Common Stock,NYSE,N,N,EVR,Nasdaq Trader Symbol Directory
EVRG,"Evergy, Inc. - Common Stock",NASDAQ,N,N,EVRG,Nasdaq Trader Symbol Directory
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,NYSE,N,N,EVT,Nasdaq Trader Symbol Directory
EVTC,"Evertec, Inc. Common Stock",NYSE,N,N,EVTC,Nasdaq Trader Symbol Directory
EVTL,Vertical Aerospace Ltd. Ordinary Shares,NYSE,N,N,EVTL,Nasdaq Trader Symbol Directory
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,NYSE American,N,N,EVV,Nasdaq Trader Symbol Directory
EW,Edwards Lifesciences Corporation Common Stock,NYSE,N,N,EW,Nasdaq Trader Symbol Directory
EWBC,"East West Bancorp, Inc. - Common Stock",NASDAQ,N,N,EWBC,Nasdaq Trader Symbol Directory
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",NASDAQ,N,N,EWTX,Nasdaq Trader Symbol Directory
EXC,Exelon Corporation - Common Stock,NASDAQ,N,N,EXC,Nasdaq Trader Symbol Directory
EXE,Expand Energy Corporation - Common Stock,NASDAQ,N,N,EXE,Nasdaq Trader Symbol Directory
EXEL,"Exelixis, Inc. - Common Stock",NASDAQ,N,N,EXEL,Nasdaq Trader Symbol Directory
EXFY,"Expensify, Inc. - Class A Common Stock",NASDAQ,N,N,EXFY,Nasdaq Trader Symbol Directory
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,NYSE,N,N,EXG,Nasdaq Trader Symbol Directory
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),NYSE,N,N,EXK,Nasdaq Trader Symbol Directory
EXLS,"ExlService Holdings, Inc. - Common Stock",NASDAQ,N,N,EXLS,Nasdaq Trader Symbol Directory
EXOD,"Exodus Movement, Inc. Class A Common Stock",NYSE American,N,N,EXOD,Nasdaq Trader Symbol Directory
EXOZ,eXoZymes Inc. - Common Stock,NASDAQ,N,N,EXOZ,Nasdaq Trader Symbol Directory
EXP,Eagle Materials Inc Common Stock,NYSE,N,N,EXP,Nasdaq Trader Symbol Directory
EXPD,"Expeditors International of Washington, Inc. Common Stock",NYSE,N,N,EXPD,Nasdaq Trader Symbol Directory
EXPE,"Expedia Group, Inc. - Common Stock",NASDAQ,N,N,EXPE,Nasdaq Trader Symbol Directory
EXPO,"Exponent, Inc. - Common Stock",NASDAQ,N,N,EXPO,Nasdaq Trader Symbol Directory
EXR,Extra Space Storage Inc Common Stock,NYSE,N,N,EXR,Nasdaq Trader Symbol Directory
EXTR,"Extreme Networks, Inc. - Common Stock",NASDAQ,N,N,EXTR,Nasdaq Trader Symbol Directory
EXYN,"Exyn Technologies, Inc. - Common Stock",NASDAQ,N,N,EXYN,Nasdaq Trader Symbol Directory
EYE,"National Vision Holdings, Inc. - Common Stock",NASDAQ,N,N,EYE,Nasdaq Trader Symbol Directory
EYPT,"EyePoint, Inc. - Common Stock",NASDAQ,N,N,EYPT,Nasdaq Trader Symbol Directory
EZGO,EZGO Technologies Ltd. - Ordinary Shares,NASDAQ,N,N,EZGO,Nasdaq Trader Symbol Directory
EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",NASDAQ,N,N,EZPW,Nasdaq Trader Symbol Directory
EZRA,"Reliance Global Group, Inc. - Common Stock",NASDAQ,N,N,EZRA,Nasdaq Trader Symbol Directory
F,Ford Motor Company Common Stock,NYSE,N,N,F,Nasdaq Trader Symbol Directory
FA,First Advantage Corporation - Common Stock,NASDAQ,N,N,FA,Nasdaq Trader Symbol Directory
FABC,"Fabric.AI, Inc. - Common Stock",NASDAQ,N,N,FABC,Nasdaq Trader Symbol Directory
FAC,Factorial Energy Inc. - Class A Common Stock,NASDAQ,N,N,FAC,Nasdaq Trader Symbol Directory
FAF,First American Corporation (New) Common Stock,NYSE,N,N,FAF,Nasdaq Trader Symbol Directory
FAMI,"Farmmi, Inc. - Class A Ordinary Shares",NASDAQ,N,N,FAMI,Nasdaq Trader Symbol Directory
FANG,"Diamondback Energy, Inc. - Common Stock",NASDAQ,N,N,FANG,Nasdaq Trader Symbol Directory
FAST,Fastenal Company - Common Stock,NASDAQ,N,N,FAST,Nasdaq Trader Symbol Directory
FATE,"Fate Therapeutics, Inc. - Common Stock",NASDAQ,N,N,FATE,Nasdaq Trader Symbol Directory
